student_id,academic_year,dropout_flag,dropout_reason,intervention_required,retention_status
S100114,2019-20,False,N/A,False,Retained
S100115,2022-23,False,N/A,False,Retained
S100116,2022-23,False,N/A,False,Retained
S100117,2022-23,False,N/A,False,Retained
S100118,2020-21,False,N/A,False,Retained
S100119,2021-22,False,N/A,False,Retained
S100120,2022-23,False,N/A,False,Retained
S100121,2019-20,False,N/A,False,Retained
S100122,2020-21,False,N/A,False,Retained
S100123,2021-22,False,N/A,False,Retained
S100124,2022-23,True,Poor Academic Performance,True,Dropped
S100125,2021-22,True,Poor Academic Performance,True,Dropped
S100126,2019-20,False,N/A,False,Retained
S100127,2022-23,False,N/A,False,Retained
S100128,2022-23,False,N/A,False,Retained
S100129,2021-22,False,N/A,False,Retained
S100130,2020-21,False,N/A,False,Retained
S100131,2021-22,False,N/A,False,Retained
S100132,2019-20,False,N/A,False,Retained
S100133,2021-22,False,N/A,False,Retained
S100134,2021-22,False,N/A,False,Retained
S100135,2022-23,False,N/A,False,Retained
S100136,2020-21,False,N/A,False,Retained
S100137,2020-21,False,N/A,False,Retained
S100138,2020-21,False,N/A,False,Retained
S100139,2020-21,False,N/A,False,Retained
S100140,2021-22,False,N/A,False,Retained
S100141,2022-23,False,N/A,False,Retained
S100142,2022-23,False,N/A,False,Retained
S100143,2020-21,False,N/A,False,Retained
S100144,2021-22,False,N/A,False,Retained
S100145,2020-21,True,Low Attendance,True,Dropped
S100146,2020-21,False,N/A,False,Retained
S100147,2022-23,False,N/A,False,Retained
S100148,2022-23,False,N/A,False,Retained
S100149,2020-21,False,N/A,False,Retained
S100150,2021-22,False,N/A,False,Retained
S100151,2020-21,False,N/A,False,Retained
S100152,2022-23,False,N/A,False,Retained
S100153,2022-23,False,N/A,False,Retained
S100154,2021-22,False,N/A,False,Retained
S100155,2020-21,False,N/A,False,Retained
S100156,2020-21,False,N/A,False,Retained
S100157,2019-20,False,N/A,False,Retained
S100158,2020-21,False,N/A,False,Retained
S100159,2021-22,False,N/A,False,Retained
S100160,2022-23,False,N/A,False,Retained
S100161,2019-20,False,N/A,False,Retained
S100162,2021-22,False,N/A,False,Retained
S100163,2021-22,False,N/A,False,Retained
S100164,2019-20,False,N/A,False,Retained
S100165,2020-21,False,N/A,False,Retained
S100166,2019-20,False,N/A,False,Retained
S100167,2021-22,False,N/A,False,Retained
S100168,2020-21,False,N/A,False,Retained
S100169,2022-23,False,N/A,False,Retained
S100170,2019-20,False,N/A,False,Retained
S100171,2021-22,False,N/A,False,Retained
S100172,2020-21,False,N/A,False,Retained
S100173,2021-22,False,N/A,False,Retained
S100174,2020-21,True,Poor Academic Performance,True,Dropped
S100175,2020-21,False,N/A,False,Retained
S100176,2019-20,False,N/A,False,Retained
S100177,2022-23,False,N/A,False,Retained
S100178,2020-21,False,N/A,False,Retained
S100179,2021-22,False,N/A,False,Retained
S100180,2020-21,False,N/A,False,Retained
S100181,2022-23,False,N/A,False,Retained
S100182,2021-22,False,N/A,False,Retained
S100183,2020-21,False,N/A,False,Retained
S100184,2020-21,False,N/A,False,Retained
S100185,2019-20,False,N/A,False,Retained
S100186,2022-23,False,N/A,False,Retained
S100187,2020-21,False,N/A,False,Retained
S100188,2022-23,False,N/A,False,Retained
S100189,2020-21,False,N/A,False,Retained
S100190,2021-22,False,N/A,False,Retained
S100191,2022-23,False,N/A,False,Retained
S100192,2021-22,False,N/A,False,Retained
S100193,2022-23,False,N/A,False,Retained
S100194,2021-22,True,Financial Issues,True,Dropped
S100195,2020-21,True,Low Attendance,True,Dropped
S100196,2021-22,False,N/A,False,Retained
S100197,2021-22,False,N/A,False,Retained
S100198,2020-21,False,N/A,False,Retained
S100199,2022-23,False,N/A,False,Retained
S100200,2021-22,False,N/A,False,Retained
S100201,2019-20,False,N/A,False,Retained
S100202,2019-20,False,N/A,False,Retained
S100203,2021-22,False,N/A,False,Retained
S100204,2021-22,False,N/A,False,Retained
S100205,2021-22,False,N/A,False,Retained
S100206,2022-23,False,N/A,False,Retained
S100207,2020-21,False,N/A,False,Retained
S100208,2019-20,True,Personal Reasons,True,Dropped
S100209,2019-20,True,Personal Reasons,True,Dropped
S100210,2022-23,False,N/A,False,Retained
S100211,2021-22,False,N/A,False,Retained
S100212,2021-22,False,N/A,False,Retained
S100213,2020-21,False,N/A,False,Retained
S100214,2020-21,False,N/A,False,Retained
S100215,2019-20,False,N/A,False,Retained
S100216,2020-21,False,N/A,False,Retained
S100217,2019-20,False,N/A,False,Retained
S100218,2022-23,False,N/A,False,Retained
S100219,2021-22,True,Personal Reasons,True,Dropped
S100220,2021-22,False,N/A,False,Retained
S100221,2019-20,False,N/A,False,Retained
S100222,2021-22,False,N/A,False,Retained
S100223,2022-23,False,N/A,False,Retained
S100224,2020-21,False,N/A,False,Retained
S100225,2022-23,False,N/A,False,Retained
S100226,2021-22,True,Personal Reasons,True,Dropped
S100227,2022-23,True,Poor Academic Performance,True,Dropped
S100228,2021-22,False,N/A,False,Retained
S100229,2019-20,False,N/A,False,Retained
S100230,2020-21,False,N/A,False,Retained
S100231,2020-21,True,Personal Reasons,True,Dropped
S100232,2021-22,False,N/A,False,Retained
S100233,2021-22,False,N/A,False,Retained
S100234,2020-21,False,N/A,False,Retained
S100235,2022-23,True,Low Attendance,True,Dropped
S100236,2022-23,False,N/A,False,Retained
S100237,2022-23,False,N/A,False,Retained
S100238,2020-21,True,Financial Issues,True,Dropped
S100239,2019-20,False,N/A,False,Retained
S100240,2021-22,False,N/A,False,Retained
S100241,2021-22,False,N/A,False,Retained
S100242,2020-21,False,N/A,False,Retained
S100243,2019-20,False,N/A,False,Retained
S100244,2020-21,False,N/A,False,Retained
S100245,2022-23,False,N/A,False,Retained
S100246,2022-23,False,N/A,False,Retained
S100247,2021-22,False,N/A,False,Retained
S100248,2021-22,False,N/A,False,Retained
S100249,2021-22,False,N/A,False,Retained
S100250,2021-22,False,N/A,False,Retained
S100251,2022-23,False,N/A,False,Retained
S100252,2022-23,False,N/A,False,Retained
S100253,2019-20,False,N/A,False,Retained
S100254,2021-22,False,N/A,False,Retained
S100255,2020-21,False,N/A,False,Retained
S100256,2019-20,False,N/A,False,Retained
S100257,2019-20,False,N/A,False,Retained
S100258,2022-23,False,N/A,False,Retained
S100259,2021-22,False,N/A,False,Retained
S100260,2019-20,False,N/A,False,Retained
S100261,2021-22,False,N/A,False,Retained
S100262,2022-23,False,N/A,False,Retained
S100263,2019-20,False,N/A,False,Retained
S100264,2019-20,False,N/A,False,Retained
S100265,2020-21,False,N/A,False,Retained
S100266,2022-23,False,N/A,False,Retained
S100267,2020-21,False,N/A,False,Retained
S100268,2022-23,False,N/A,False,Retained
S100269,2020-21,False,N/A,False,Retained
S100270,2022-23,False,N/A,False,Retained
S100271,2022-23,False,N/A,False,Retained
S100272,2019-20,False,N/A,False,Retained
S100273,2020-21,False,N/A,False,Retained
S100274,2020-21,True,Low Attendance,True,Dropped
S100275,2020-21,False,N/A,False,Retained
S100276,2019-20,False,N/A,False,Retained
S100277,2021-22,False,N/A,False,Retained
S100278,2022-23,False,N/A,False,Retained
S100279,2020-21,False,N/A,False,Retained
S100280,2022-23,False,N/A,False,Retained
S100281,2019-20,False,N/A,False,Retained
S100282,2022-23,False,N/A,False,Retained
S100283,2019-20,False,N/A,False,Retained
S100284,2021-22,False,N/A,False,Retained
S100285,2020-21,False,N/A,False,Retained
S100286,2019-20,False,N/A,False,Retained
S100287,2022-23,False,N/A,False,Retained
S100288,2019-20,False,N/A,False,Retained
S100289,2019-20,False,N/A,False,Retained
S100290,2021-22,False,N/A,False,Retained
S100291,2020-21,False,N/A,False,Retained
S100292,2019-20,False,N/A,False,Retained
S100293,2019-20,False,N/A,False,Retained
S100294,2022-23,False,N/A,False,Retained
S100295,2019-20,False,N/A,False,Retained
S100296,2019-20,False,N/A,False,Retained
S100297,2020-21,False,N/A,False,Retained
S100298,2020-21,False,N/A,False,Retained
S100299,2022-23,False,N/A,False,Retained
S100300,2019-20,False,N/A,False,Retained
S100301,2019-20,False,N/A,False,Retained
S100302,2019-20,False,N/A,False,Retained
S100303,2021-22,False,N/A,False,Retained
S100304,2021-22,False,N/A,False,Retained
S100305,2022-23,False,N/A,False,Retained
S100306,2021-22,False,N/A,False,Retained
S100307,2022-23,False,N/A,False,Retained
S100308,2019-20,False,N/A,False,Retained
S100309,2021-22,False,N/A,False,Retained
S100310,2020-21,True,Financial Issues,True,Dropped
S100311,2021-22,False,N/A,False,Retained
S100312,2019-20,False,N/A,False,Retained
S100313,2020-21,False,N/A,False,Retained
S100314,2022-23,False,N/A,False,Retained
S100315,2019-20,False,N/A,False,Retained
S100316,2020-21,False,N/A,False,Retained
S100317,2021-22,False,N/A,False,Retained
S100318,2022-23,False,N/A,False,Retained
S100319,2021-22,False,N/A,False,Retained
S100320,2020-21,False,N/A,False,Retained
S100321,2020-21,False,N/A,False,Retained
S100322,2019-20,False,N/A,False,Retained
S100323,2022-23,False,N/A,False,Retained
S100324,2022-23,False,N/A,False,Retained
S100325,2020-21,False,N/A,False,Retained
S100326,2019-20,False,N/A,False,Retained
S100327,2020-21,False,N/A,False,Retained
S100328,2020-21,False,N/A,False,Retained
S100329,2022-23,False,N/A,False,Retained
S100330,2021-22,False,N/A,False,Retained
S100331,2021-22,False,N/A,False,Retained
S100332,2022-23,False,N/A,False,Retained
S100333,2019-20,True,Low Attendance,True,Dropped
S100334,2022-23,False,N/A,False,Retained
S100335,2019-20,False,N/A,False,Retained
S100336,2022-23,True,Personal Reasons,True,Dropped
S100337,2019-20,False,N/A,False,Retained
S100338,2020-21,False,N/A,False,Retained
S100339,2020-21,False,N/A,False,Retained
S100340,2019-20,False,N/A,False,Retained
S100341,2022-23,False,N/A,False,Retained
S100342,2020-21,False,N/A,False,Retained
S100343,2022-23,True,Poor Academic Performance,True,Dropped
S100344,2021-22,False,N/A,False,Retained
S100345,2020-21,False,N/A,False,Retained
S100346,2022-23,False,N/A,False,Retained
S100347,2022-23,True,Personal Reasons,True,Dropped
S100348,2021-22,False,N/A,False,Retained
S100349,2022-23,False,N/A,False,Retained
S100350,2019-20,False,N/A,False,Retained
S100351,2020-21,False,N/A,False,Retained
S100352,2019-20,False,N/A,False,Retained
S100353,2021-22,False,N/A,False,Retained
S100354,2019-20,False,N/A,False,Retained
S100355,2022-23,False,N/A,False,Retained
S100356,2021-22,True,Poor Academic Performance,True,Dropped
S100357,2021-22,False,N/A,False,Retained
S100358,2019-20,False,N/A,False,Retained
S100359,2021-22,False,N/A,False,Retained
S100360,2019-20,True,Low Attendance,True,Dropped
S100361,2019-20,False,N/A,False,Retained
S100362,2019-20,False,N/A,False,Retained
S100363,2021-22,False,N/A,False,Retained
S100364,2021-22,False,N/A,False,Retained
S100365,2020-21,False,N/A,False,Retained
S100366,2019-20,False,N/A,False,Retained
S100367,2019-20,False,N/A,False,Retained
S100368,2019-20,True,Financial Issues,True,Dropped
S100369,2019-20,False,N/A,False,Retained
S100370,2019-20,True,Poor Academic Performance,True,Dropped
S100371,2019-20,False,N/A,False,Retained
S100372,2019-20,False,N/A,False,Retained
S100373,2020-21,True,Poor Academic Performance,True,Dropped
S100374,2020-21,False,N/A,False,Retained
S100375,2022-23,False,N/A,False,Retained
S100376,2019-20,True,Low Attendance,True,Dropped
S100377,2019-20,True,Financial Issues,True,Dropped
S100378,2020-21,False,N/A,False,Retained
S100379,2020-21,False,N/A,False,Retained
S100380,2019-20,True,Poor Academic Performance,True,Dropped
S100381,2019-20,False,N/A,False,Retained
S100382,2020-21,False,N/A,False,Retained
S100383,2020-21,False,N/A,False,Retained
S100384,2022-23,False,N/A,False,Retained
S100385,2022-23,False,N/A,False,Retained
S100386,2019-20,False,N/A,False,Retained
S100387,2020-21,True,Low Attendance,True,Dropped
S100388,2022-23,False,N/A,False,Retained
S100389,2019-20,False,N/A,False,Retained
S100390,2022-23,False,N/A,False,Retained
S100391,2022-23,False,N/A,False,Retained
S100392,2022-23,False,N/A,False,Retained
S100393,2021-22,True,Personal Reasons,True,Dropped
S100394,2019-20,False,N/A,False,Retained
S100395,2022-23,False,N/A,False,Retained
S100396,2019-20,False,N/A,False,Retained
S100397,2019-20,False,N/A,False,Retained
S100398,2020-21,False,N/A,False,Retained
S100399,2019-20,False,N/A,False,Retained
S100400,2022-23,False,N/A,False,Retained
S100401,2019-20,False,N/A,False,Retained
S100402,2020-21,False,N/A,False,Retained
S100403,2021-22,False,N/A,False,Retained
S100404,2021-22,False,N/A,False,Retained
S100405,2020-21,False,N/A,False,Retained
S100406,2022-23,True,Personal Reasons,True,Dropped
S100407,2022-23,False,N/A,False,Retained
S100408,2022-23,False,N/A,False,Retained
S100409,2019-20,False,N/A,False,Retained
S100410,2021-22,False,N/A,False,Retained
S100411,2022-23,True,Low Attendance,True,Dropped
S100412,2021-22,False,N/A,False,Retained
S100413,2020-21,True,Poor Academic Performance,True,Dropped
S100414,2021-22,False,N/A,False,Retained
S100415,2022-23,False,N/A,False,Retained
S100416,2021-22,False,N/A,False,Retained
S100417,2020-21,False,N/A,False,Retained
S100418,2021-22,False,N/A,False,Retained
S100419,2019-20,False,N/A,False,Retained
S100420,2020-21,False,N/A,False,Retained
S100421,2019-20,False,N/A,False,Retained
S100422,2019-20,False,N/A,False,Retained
S100423,2022-23,False,N/A,False,Retained
S100424,2022-23,False,N/A,False,Retained
S100425,2020-21,False,N/A,False,Retained
S100426,2022-23,False,N/A,False,Retained
S100427,2021-22,False,N/A,False,Retained
S100428,2020-21,False,N/A,False,Retained
S100429,2022-23,False,N/A,False,Retained
S100430,2022-23,False,N/A,False,Retained
S100431,2021-22,False,N/A,False,Retained
S100432,2019-20,False,N/A,False,Retained
S100433,2021-22,False,N/A,False,Retained
S100434,2019-20,False,N/A,False,Retained
S100435,2022-23,False,N/A,False,Retained
S100436,2019-20,False,N/A,False,Retained
S100437,2019-20,False,N/A,False,Retained
S100438,2022-23,False,N/A,False,Retained
S100439,2020-21,False,N/A,False,Retained
S100440,2021-22,False,N/A,False,Retained
S100441,2022-23,False,N/A,False,Retained
S100442,2021-22,True,Low Attendance,True,Dropped
S100443,2021-22,True,Personal Reasons,True,Dropped
S100444,2019-20,False,N/A,False,Retained
S100445,2022-23,False,N/A,False,Retained
S100446,2020-21,True,Poor Academic Performance,True,Dropped
S100447,2021-22,False,N/A,False,Retained
S100448,2021-22,False,N/A,False,Retained
S100449,2020-21,False,N/A,False,Retained
S100450,2021-22,False,N/A,False,Retained
S100451,2022-23,False,N/A,False,Retained
S100452,2020-21,False,N/A,False,Retained
S100453,2022-23,False,N/A,False,Retained
S100454,2020-21,False,N/A,False,Retained
S100455,2021-22,False,N/A,False,Retained
S100456,2020-21,True,Financial Issues,True,Dropped
S100457,2022-23,False,N/A,False,Retained
S100458,2020-21,False,N/A,False,Retained
S100459,2021-22,False,N/A,False,Retained
S100460,2019-20,False,N/A,False,Retained
S100461,2021-22,False,N/A,False,Retained
S100462,2021-22,False,N/A,False,Retained
S100463,2019-20,False,N/A,False,Retained
S100464,2020-21,False,N/A,False,Retained
S100465,2021-22,False,N/A,False,Retained
S100466,2019-20,False,N/A,False,Retained
S100467,2022-23,False,N/A,False,Retained
S100468,2019-20,True,Financial Issues,True,Dropped
S100469,2021-22,False,N/A,False,Retained
S100470,2022-23,False,N/A,False,Retained
S100471,2021-22,True,Financial Issues,True,Dropped
S100472,2019-20,False,N/A,False,Retained
S100473,2022-23,False,N/A,False,Retained
S100474,2021-22,False,N/A,False,Retained
S100475,2019-20,False,N/A,False,Retained
S100476,2022-23,False,N/A,False,Retained
S100477,2021-22,False,N/A,False,Retained
S100478,2019-20,False,N/A,False,Retained
S100479,2021-22,False,N/A,False,Retained
S100480,2021-22,False,N/A,False,Retained
S100481,2021-22,False,N/A,False,Retained
S100482,2020-21,False,N/A,False,Retained
S100483,2021-22,False,N/A,False,Retained
S100484,2022-23,False,N/A,False,Retained
S100485,2019-20,False,N/A,False,Retained
S100486,2019-20,False,N/A,False,Retained
S100487,2020-21,True,Personal Reasons,True,Dropped
S100488,2020-21,False,N/A,False,Retained
S100489,2020-21,False,N/A,False,Retained
S100490,2021-22,False,N/A,False,Retained
S100491,2021-22,False,N/A,False,Retained
S100492,2022-23,False,N/A,False,Retained
S100493,2019-20,False,N/A,False,Retained
S100494,2019-20,False,N/A,False,Retained
S100495,2021-22,False,N/A,False,Retained
S100496,2019-20,False,N/A,False,Retained
S100497,2021-22,False,N/A,False,Retained
S100498,2020-21,False,N/A,False,Retained
S100499,2021-22,False,N/A,False,Retained
S100500,2022-23,False,N/A,False,Retained
S100501,2021-22,False,N/A,False,Retained
S100502,2021-22,False,N/A,False,Retained
S100503,2019-20,False,N/A,False,Retained
S100504,2021-22,False,N/A,False,Retained
S100505,2022-23,False,N/A,False,Retained
S100506,2021-22,False,N/A,False,Retained
S100507,2021-22,False,N/A,False,Retained
S100508,2020-21,False,N/A,False,Retained
S100509,2021-22,False,N/A,False,Retained
S100510,2021-22,False,N/A,False,Retained
S100511,2021-22,False,N/A,False,Retained
S100512,2022-23,False,N/A,False,Retained
S100513,2019-20,False,N/A,False,Retained
S100514,2020-21,False,N/A,False,Retained
S100515,2020-21,False,N/A,False,Retained
S100516,2021-22,False,N/A,False,Retained
S100517,2021-22,False,N/A,False,Retained
S100518,2019-20,False,N/A,False,Retained
S100519,2021-22,False,N/A,False,Retained
S100520,2022-23,False,N/A,False,Retained
S100521,2019-20,False,N/A,False,Retained
S100522,2021-22,False,N/A,False,Retained
S100523,2019-20,False,N/A,False,Retained
S100524,2020-21,False,N/A,False,Retained
S100525,2021-22,False,N/A,False,Retained
S100526,2019-20,False,N/A,False,Retained
S100527,2019-20,False,N/A,False,Retained
S100528,2021-22,False,N/A,False,Retained
S100529,2019-20,False,N/A,False,Retained
S100530,2021-22,False,N/A,False,Retained
S100531,2021-22,False,N/A,False,Retained
S100532,2022-23,False,N/A,False,Retained
S100533,2022-23,False,N/A,False,Retained
S100534,2019-20,False,N/A,False,Retained
S100535,2019-20,True,Poor Academic Performance,True,Dropped
S100536,2019-20,False,N/A,False,Retained
S100537,2020-21,False,N/A,False,Retained
S100538,2021-22,False,N/A,False,Retained
S100539,2021-22,False,N/A,False,Retained
S100540,2020-21,False,N/A,False,Retained
S100541,2020-21,False,N/A,False,Retained
S100542,2019-20,False,N/A,False,Retained
S100543,2021-22,False,N/A,False,Retained
S100544,2022-23,False,N/A,False,Retained
S100545,2022-23,True,Poor Academic Performance,True,Dropped
S100546,2020-21,False,N/A,False,Retained
S100547,2020-21,False,N/A,False,Retained
S100548,2021-22,False,N/A,False,Retained
S100549,2021-22,False,N/A,False,Retained
S100550,2022-23,False,N/A,False,Retained
S100551,2021-22,False,N/A,False,Retained
S100552,2019-20,False,N/A,False,Retained
S100553,2020-21,False,N/A,False,Retained
S100554,2022-23,True,Financial Issues,True,Dropped
S100555,2022-23,False,N/A,False,Retained
S100556,2019-20,False,N/A,False,Retained
S100557,2021-22,False,N/A,False,Retained
S100558,2021-22,False,N/A,False,Retained
S100559,2020-21,True,Low Attendance,True,Dropped
S100560,2019-20,False,N/A,False,Retained
S100561,2022-23,False,N/A,False,Retained
S100562,2019-20,False,N/A,False,Retained
S100563,2022-23,True,Low Attendance,True,Dropped
S100564,2019-20,False,N/A,False,Retained
S100565,2021-22,False,N/A,False,Retained
S100566,2022-23,True,Financial Issues,True,Dropped
S100567,2020-21,True,Low Attendance,True,Dropped
S100568,2019-20,True,Personal Reasons,True,Dropped
S100569,2021-22,False,N/A,False,Retained
S100570,2022-23,False,N/A,False,Retained
S100571,2021-22,False,N/A,False,Retained
S100572,2019-20,False,N/A,False,Retained
S100573,2020-21,False,N/A,False,Retained
S100574,2020-21,True,Poor Academic Performance,True,Dropped
S100575,2019-20,False,N/A,False,Retained
S100576,2022-23,False,N/A,False,Retained
S100577,2021-22,False,N/A,False,Retained
S100578,2021-22,False,N/A,False,Retained
S100579,2022-23,False,N/A,False,Retained
S100580,2019-20,False,N/A,False,Retained
S100581,2021-22,False,N/A,False,Retained
S100582,2021-22,False,N/A,False,Retained
S100583,2019-20,False,N/A,False,Retained
S100584,2021-22,False,N/A,False,Retained
S100585,2022-23,False,N/A,False,Retained
S100586,2022-23,False,N/A,False,Retained
S100587,2019-20,False,N/A,False,Retained
S100588,2019-20,True,Low Attendance,True,Dropped
S100589,2022-23,False,N/A,False,Retained
S100590,2019-20,False,N/A,False,Retained
S100591,2022-23,False,N/A,False,Retained
S100592,2022-23,False,N/A,False,Retained
S100593,2022-23,False,N/A,False,Retained
S100594,2021-22,False,N/A,False,Retained
S100595,2019-20,False,N/A,False,Retained
S100596,2021-22,False,N/A,False,Retained
S100597,2019-20,False,N/A,False,Retained
S100598,2020-21,False,N/A,False,Retained
S100599,2021-22,False,N/A,False,Retained
S100600,2021-22,False,N/A,False,Retained
S100601,2021-22,False,N/A,False,Retained
S100602,2020-21,False,N/A,False,Retained
S100603,2019-20,False,N/A,False,Retained
S100604,2020-21,False,N/A,False,Retained
S100605,2019-20,True,Low Attendance,True,Dropped
S100606,2019-20,False,N/A,False,Retained
S100607,2019-20,False,N/A,False,Retained
S100608,2019-20,False,N/A,False,Retained
S100609,2019-20,False,N/A,False,Retained
S100610,2020-21,False,N/A,False,Retained
S100611,2021-22,False,N/A,False,Retained
S100612,2020-21,False,N/A,False,Retained
S100613,2021-22,False,N/A,False,Retained
S100614,2021-22,True,Poor Academic Performance,True,Dropped
S100615,2022-23,False,N/A,False,Retained
S100616,2021-22,True,Low Attendance,True,Dropped
S100617,2020-21,False,N/A,False,Retained
S100618,2022-23,False,N/A,False,Retained
S100619,2019-20,False,N/A,False,Retained
S100620,2019-20,False,N/A,False,Retained
S100621,2021-22,False,N/A,False,Retained
S100622,2019-20,False,N/A,False,Retained
S100623,2019-20,False,N/A,False,Retained
S100624,2022-23,False,N/A,False,Retained
S100625,2020-21,False,N/A,False,Retained
S100626,2019-20,False,N/A,False,Retained
S100627,2019-20,False,N/A,False,Retained
S100628,2020-21,False,N/A,False,Retained
S100629,2022-23,False,N/A,False,Retained
S100630,2022-23,False,N/A,False,Retained
S100631,2019-20,False,N/A,False,Retained
S100632,2021-22,False,N/A,False,Retained
S100633,2020-21,False,N/A,False,Retained
S100634,2022-23,False,N/A,False,Retained
S100635,2019-20,True,Personal Reasons,True,Dropped
S100636,2022-23,False,N/A,False,Retained
S100637,2019-20,False,N/A,False,Retained
S100638,2020-21,False,N/A,False,Retained
S100639,2021-22,True,Poor Academic Performance,True,Dropped
S100640,2020-21,False,N/A,False,Retained
S100641,2022-23,False,N/A,False,Retained
S100642,2022-23,True,Financial Issues,True,Dropped
S100643,2022-23,False,N/A,False,Retained
S100644,2021-22,False,N/A,False,Retained
S100645,2020-21,False,N/A,False,Retained
S100646,2019-20,False,N/A,False,Retained
